;article_name;authors;article_url;doi;volume_name;volumen_date;volume_url
2513;Britain's productivity gap: Stephen Davies and Richard E. Caves. Cambridge: Cambridge University Press, 1987. 131 pp. No Price Available (NPA). ISBN 0-521-33464-0;[];https://www.sciencedirect.com/science/article/pii/0164070488900353;https://doi.org/10.1016/0164-0704(88)90035-3;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2514;The British economy: The years of Turmoil, 1920–1951: Vol. 1. Derek H. Aldcroft. Atlantic Highlands, NJ: Humanities Press International, Inc., 1986. 264 pp. $39.95 ISBN 0-391-03379-4 ($9.95 ISBN 0-391-03380-8 paperback);[];https://www.sciencedirect.com/science/article/pii/0164070488900365;https://doi.org/10.1016/0164-0704(88)90036-5;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2515;The collected scientific papers of Paul A. Samuelson: Vol. 5. Kate Crowley, ed. Cambridge, MA: The MIT Press, 1986. 1052 pp. NPA ISBN 0-262-19251-9;[];https://www.sciencedirect.com/science/article/pii/0164070488900377;https://doi.org/10.1016/0164-0704(88)90037-7;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2516;Disequilibrium macroeconomics in open-economics: John T. Cuddington, Per-Olov Johansson, and Karl-Gustaf Lofgren. Oxford: Basil Blackwell Publishers Limited, 1984. 246 pp. NPA ISBN 0631-13532-4;[];https://www.sciencedirect.com/science/article/pii/0164070488900389;https://doi.org/10.1016/0164-0704(88)90038-9;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2517;Economic myths and the mythology of economics: Ezra J. Mishan. Atlantic Highlands, NJ: Humanities Press, Inc., 1986. 229 pp. $29.95 ISBN 0-391-03406-5;[];https://www.sciencedirect.com/science/article/pii/0164070488900390;https://doi.org/10.1016/0164-0704(88)90039-0;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2518;The gathering crisis in federal deposit insurance: Edward J. Kane. Cambridge, MA: The MIT Press, 1985. 176 pp. NPA ISBN 0262-11102-0;[];https://www.sciencedirect.com/science/article/pii/0164070488900407;https://doi.org/10.1016/0164-0704(88)90040-7;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2519;Indexing, inflation, and economic policy: Stanley Fischer. Cambridge, MA: The MIT Press, 1986. 490 pp. $27.50 ISBN 0-26206098-1;[];https://www.sciencedirect.com/science/article/pii/0164070488900419;https://doi.org/10.1016/0164-0704(88)90041-9;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2520;Innocence and design: The influence of economic ideas on policy: David Henderson. Oxford: Basil Blackwell Limited, 1986. 117 pp. NPA ISBN 0-631-14795-0 (ISBN 0-631-14796-9 paperback);[];https://www.sciencedirect.com/science/article/pii/0164070488900420;https://doi.org/10.1016/0164-0704(88)90042-0;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2521;International financial intermediation: Ralph C. Bryant. Washington, DC: The Brookings Institution, 1987. 181 pp. NPA ISBN 0-8157-1138-7 (ISBN 0-8157-1137-9 paperback);[];https://www.sciencedirect.com/science/article/pii/0164070488900432;https://doi.org/10.1016/0164-0704(88)90043-2;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2522;Monetarism: Is there an alternative?: Jim Tomlinson. New York: Basil Blackwell, 1986. 202 pp. NPA ISBN 0-631-14037-9 (ISBN 0-631-14038-7 paperback);[];https://www.sciencedirect.com/science/article/pii/0164070488900444;https://doi.org/10.1016/0164-0704(88)90044-4;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2523;Monetary policy and information content of indexed bonds;['[Boschen, John F.]'];https://www.sciencedirect.com/science/article/pii/0164070488900560;https://doi.org/10.1016/0164-0704(88)90056-0;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2524;Real wage response to monetary shocks: A disaggregated analysis;['[Kim, Benjamin J.C.]'];https://www.sciencedirect.com/science/article/pii/0164070488900572;https://doi.org/10.1016/0164-0704(88)90057-2;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2525;The flow equilibrium and the neutrality of money in a neoclassical monetary growth model;['[Yakita, Akira]'];https://www.sciencedirect.com/science/article/pii/0164070488900584;https://doi.org/10.1016/0164-0704(88)90058-4;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2526;Optimal government bond finance;['[Beare, John B.]', '[Thakkar, Rasesh B.]'];https://www.sciencedirect.com/science/article/pii/0164070488900596;https://doi.org/10.1016/0164-0704(88)90059-6;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2527;The growth of U.S. household debt: Demand-side influences;['[Pollin, Robert]'];https://www.sciencedirect.com/science/article/pii/0164070488900602;https://doi.org/10.1016/0164-0704(88)90060-2;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2528;Output-inflation trade-offs: Some new evidence from postwar U.S. quarterly data;['[Siklos, Pierre L.]'];https://www.sciencedirect.com/science/article/pii/0164070488900614;https://doi.org/10.1016/0164-0704(88)90061-4;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2529;Bias in systems of survey and econometric forecasts;['[Walz, Daniel T.]', '[Spencer, Roger W.]'];https://www.sciencedirect.com/science/article/pii/0164070488900626;https://doi.org/10.1016/0164-0704(88)90062-6;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2530;How does the public perceive an unprecedented rise in inflation: The case of inflationary expectations in Israel;['[Levy, Amnon]', '[Spivak, Avia]'];https://www.sciencedirect.com/science/article/pii/0164070488900638;https://doi.org/10.1016/0164-0704(88)90063-8;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2531;Relative price variability and monetary policy regimes;['[Vanderhoff, James]'];https://www.sciencedirect.com/science/article/pii/016407048890064X;https://doi.org/10.1016/0164-0704(88)90064-X;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2532;Unanticipated monetary policy: Another look for a developing country;['[Beladi, Hamid]', '[Samanta, Subarna]'];https://www.sciencedirect.com/science/article/pii/0164070488900651;https://doi.org/10.1016/0164-0704(88)90065-1;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2533;Female participation and the natural rate of unemployment: A reexamination;['[Spector, Lee C.]'];https://www.sciencedirect.com/science/article/pii/0164070488900663;https://doi.org/10.1016/0164-0704(88)90066-3;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2534;Advanced econometrics: Takeshi Amemiya. Cambridge, MA: Harvard University Press, 1985. 521 pp. No price available. ISBN 0-674-00560-0;[];https://www.sciencedirect.com/science/article/pii/0164070488900675;https://doi.org/10.1016/0164-0704(88)90067-5;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2535;Balance of payments adjustment, 1945 to 1986: The IMF experience: Margaret Garritsen de Vries. Washington, D.C.: International Monetary Fund, 1987. 336 pp. $14.95 ISBN 0-939934-93-0;[];https://www.sciencedirect.com/science/article/pii/0164070488900687;https://doi.org/10.1016/0164-0704(88)90068-7;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2536;The dynamics of market economics: Richard H. Day and Gunnar Eliasson, eds. New York: Elsevier Science Publishing Company, 1986. 512 pp. $65.00 ISBN 0-444-87841-6;[];https://www.sciencedirect.com/science/article/pii/0164070488900699;https://doi.org/10.1016/0164-0704(88)90069-9;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2537;Economic policy in theory and practice: Assaf Razin and Efraim Sadka, eds. New York: St. Martin's Press, 1987. 552 pp. $32.50 ISBN 0-312-23453-8;[];https://www.sciencedirect.com/science/article/pii/0164070488900705;https://doi.org/10.1016/0164-0704(88)90070-5;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2538;The economics of wage controls: K. Holden, D.A. Peel, and J.L. Thompson. New York: St. Martin's Press, 1987. 144 pp. $32.50 ISBN 0-312-23654-9;[];https://www.sciencedirect.com/science/article/pii/0164070488900717;https://doi.org/10.1016/0164-0704(88)90071-7;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2539;Flexibility in the labour market: The current debate: Organization for Economic Cooperation and Development. Washington, D.C.: OECD/OCDE Publications, 1986. 146 pp. $15.00 ISBN 92-6412892-1;[];https://www.sciencedirect.com/science/article/pii/0164070488900729;https://doi.org/10.1016/0164-0704(88)90072-9;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2540;"Handbook of labor economics: Vol. 1. Orley C. Ashenfelter and Richard Layard, eds. New York: Elsevier Science Publishing Company; 1986. 787 pp. $110.00 ISBN 0-4444-87858-0";[];https://www.sciencedirect.com/science/article/pii/0164070488900730;https://doi.org/10.1016/0164-0704(88)90073-0;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2541;Keynes and economic development: A. P. Thirlwall, ed. New York: St. Martin's Press, 1987. 186 pp. $27.50 ISBN 0-312-45199-7;[];https://www.sciencedirect.com/science/article/pii/0164070488900742;https://doi.org/10.1016/0164-0704(88)90074-2;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2542;The keynesian revolution and its critics: Gordon A. Fletcher. New York: St. Martin's Press, 1987. 348 pp. $35.00 ISBN 0-312-45260-8;[];https://www.sciencedirect.com/science/article/pii/0164070488900754;https://doi.org/10.1016/0164-0704(88)90075-4;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2543;Long-term factors in american economic growth: Stanley L. Engerman and Robert E. Gallman, eds. Chicago: The University of Chicago Press, 1987. 884 pp. $79.95 ISBN 0-226-20928-8;[];https://www.sciencedirect.com/science/article/pii/0164070488900766;https://doi.org/10.1016/0164-0704(88)90076-6;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2544;Public finance and social policy: Guy Terny and A. J. Culyer, eds. Detroit, MI: Wayne State University Press, 1985. 372 pp. $40.00 ISBN 0-8143-1791-X;[];https://www.sciencedirect.com/science/article/pii/016407048890078X;https://doi.org/10.1016/0164-0704(88)90078-X;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2545;Studies in international macroeconomics: Jagdeep S. Bhandari. New York: Praeger Publishers, 1987. 274 pp. $49.95 ISBN 0-275-92087-9;[];https://www.sciencedirect.com/science/article/pii/0164070488900791;https://doi.org/10.1016/0164-0704(88)90079-1;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2546;Unemployment and labour market flexibility: The United Kingdom: Guy Standing. Washington, D.C.: International Labor Office, 1986. 147 pp. $17.10 ISBN 92-2-105291-5;[];https://www.sciencedirect.com/science/article/pii/0164070488900808;https://doi.org/10.1016/0164-0704(88)90080-8;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2547;Wages in the business cycle: An empirical and methodological analysis: Jonathan Michie. London: Frances Pint, 1987. 194 pp. $29.50 ISBN 0-86187-686-5;[];https://www.sciencedirect.com/science/article/pii/016407048890081X;https://doi.org/10.1016/0164-0704(88)90081-X;Volume 10, Issue 2 ;Pages 163-323 (Spring 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/2
2548;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/0164070488900018;https://doi.org/10.1016/0164-0704(88)90001-8;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
2549;Another auctioneer is missing;['[Annable, James]'];https://www.sciencedirect.com/science/article/pii/016407048890002X;https://doi.org/10.1016/0164-0704(88)90002-X;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
2550;Federal Reserve Policy, 1975–1985: An empirical analysis;['[Cosimano, Thomas F.]', '[Jansen, Dennis W.]'];https://www.sciencedirect.com/science/article/pii/0164070488900031;https://doi.org/10.1016/0164-0704(88)90003-1;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
2551;Endogeneity of the inflationary impact of an aggregate supply shock;['[Havrilesky, Thomas]'];https://www.sciencedirect.com/science/article/pii/0164070488900043;https://doi.org/10.1016/0164-0704(88)90004-3;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
2552;The behavior of manufacturers' inventories: 1967–1986;['[Bivin, David]'];https://www.sciencedirect.com/science/article/pii/0164070488900055;https://doi.org/10.1016/0164-0704(88)90005-5;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
2553;Consumption, wealth, and the real rate of interest: A reexamination;['[Baum, Donald N.]'];https://www.sciencedirect.com/science/article/pii/0164070488900067;https://doi.org/10.1016/0164-0704(88)90006-7;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
2554;Imperfect competition, price adjustment costs, and the long-run Philips curve;['[Naish, Howard F.]'];https://www.sciencedirect.com/science/article/pii/0164070488900079;https://doi.org/10.1016/0164-0704(88)90007-9;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
2555;Stabilization effect of endogenous money supply in a descriptive neoclassical growth model;['[Mind, Kazuo]'];https://www.sciencedirect.com/science/article/pii/0164070488900080;https://doi.org/10.1016/0164-0704(88)90008-0;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
2556;Growth and embodiment: A reply to Professor Miller;['[Denison, Edward F.]'];https://www.sciencedirect.com/science/article/pii/0164070488900092;https://doi.org/10.1016/0164-0704(88)90009-2;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
2557;Growth and embodiment: A reply to Denison;['[Miller, Edward M.]'];https://www.sciencedirect.com/science/article/pii/0164070488900109;https://doi.org/10.1016/0164-0704(88)90010-9;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
2558;A common error in the geometry of macroeconomic models;['[Guccione, Antonio]', '[Gillen, William J.]'];https://www.sciencedirect.com/science/article/pii/0164070488900110;https://doi.org/10.1016/0164-0704(88)90011-0;Volume 10, Issue 1 ;Pages 1-160 (Winter 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/1
